"channel_id","channel_name","channel_url"
"354","GFXMentor","https://www.youtube.com/watch?v=SbS1jwm4U4o"
"355","Pro-face","https://www.youtube.com/watch?v=oj9yFLuzN5Q"
"356","Saptarshi Prakash","https://www.youtube.com/watch?v=yWYXMxGLAUk"
"357","Sara Brunettini","https://www.youtube.com/watch?v=Xo4IqccZ2kg"
"358","Aquent Gymnasium","https://www.youtube.com/watch?v=UDekSJsMOC8"
"359","Gian the UX Designer","https://www.youtube.com/watch?v=-Wswto7eZlo"
"360","Julien Hervy","https://www.youtube.com/watch?v=SNRRNN1UPEM"
"361","Ansh Mehra","https://www.youtube.com/watch?v=bH-tB-qxypI"
"362","Nikhil Pawar","https://www.youtube.com/watch?v=fvg7u8055GE"
"363","Jadene Designs","https://www.youtube.com/watch?v=2gbJ15XS1yU"
"364","Workplace Anthropology Matters!","https://www.youtube.com/watch?v=R6okpqLRaYU"
"365","NNgroup","https://www.youtube.com/watch?v=8QQKSeR4YhI"
"366","UX Tools","https://www.youtube.com/watch?v=jT57uCPr7p8"
"367","UX in the Head","https://www.youtube.com/watch?v=ockM9XEqHN0"
"368","Technical Suneja","https://www.youtube.com/watch?v=iFzDCx_v9C0"
"369","aonatalks","https://www.youtube.com/watch?v=buLb-O7zTTM"
"370","DesignCode","https://www.youtube.com/watch?v=1h73MOcH3xA"
"371","Sanrachna Foundation","https://www.youtube.com/watch?v=W8G2BoBABbc"
"372","Design Sundays","https://www.youtube.com/watch?v=3vuzm-A015A"
"373","Namecheap","https://www.youtube.com/watch?v=ra3bNDaIfZY"
"374","David Travis","https://www.youtube.com/watch?v=m0IzkBRgqgY"
"375","UX Design Explained","https://www.youtube.com/watch?v=CLkWNmSPdC0"
"376","ACM SIGCHI","https://www.youtube.com/watch?v=bQ8qkKJTPDs"
"377","outdraw.design","https://www.youtube.com/watch?v=-KFNFr1KVKs"
"378","Han Bang","https://www.youtube.com/watch?v=ZPfy4r7BrZc"
"379","UXTips","https://www.youtube.com/watch?v=uZrFaHINQ7g"
"380","Edgar Anzaldua","https://www.youtube.com/watch?v=VR8ac30f46k"
"381","Jayant Padhi","https://www.youtube.com/watch?v=FGF8RusTIQ0"
"382","Malewicz","https://www.youtube.com/watch?v=iYegAhaqS0s"
"383","Moo Gruppen AS","https://www.youtube.com/watch?v=OyLrGZeRVeQ"
"384","Nooshin Behy","https://www.youtube.com/watch?v=JAMfE4li8iY"
"385","Hazel Song","https://www.youtube.com/watch?v=WY-4J0aEGgQ"
"386","SUBHE | India's Favourite Design Academy","https://www.youtube.com/watch?v=iiKivu695iE"
"387","GoDaddy","https://www.youtube.com/watch?v=WXKvpA2H9IA"
"388","Academy of Art University","https://www.youtube.com/watch?v=h-W4K79JaR8"
"389","MS Kidsaccount","https://www.youtube.com/watch?v=qMO2H56G85Y"
"390","Kaborzi Learning Network","https://www.youtube.com/watch?v=I91M6lOKRSk"
"391","Time to Code","https://www.youtube.com/watch?v=EKtjXRBqd8g"
"392","fzFact","https://www.youtube.com/watch?v=sq-AB2OGKEE"
"393","Satori Graphics","https://www.youtube.com/watch?v=kPgDFDDA4Ew"
"394","GCFLearnFree","https://www.youtube.com/watch?v=a5KYlHNKQB8"
"395","Patricia Reiners","https://www.youtube.com/watch?v=PElrgvZh9aU"
"396","Monica's Design Process","https://www.youtube.com/watch?v=YT1mFQvlQhg"
"397","Zakey Design","https://www.youtube.com/watch?v=iDpV3KLwsIs"
"398","She is a Creative | UI UX Design Freelancer","https://www.youtube.com/watch?v=nhO86T8DZSc"
"399","Dantier and Balogh Design Studio","https://www.youtube.com/watch?v=ouHWteJaicc"
"400","Will Paterson","https://www.youtube.com/watch?v=pD4cap1H3fM"
"401","Jesse Showalter","https://www.youtube.com/watch?v=GLQn3y2bRow"
"402","Canva","https://www.youtube.com/watch?v=pF1BDc0tZ6w"
"403","Nordeus","https://www.youtube.com/watch?v=XODRTu1ltKM"
"404","Envato Tuts+","https://www.youtube.com/watch?v=ivl6auWTmA4"
"405","Sarah Renae Clark","https://www.youtube.com/watch?v=YeI6Wqn4I78"
"406","Kerev Design","https://www.youtube.com/watch?v=r8r_tstxJzc"
"407","HubSpot Marketing ","https://www.youtube.com/watch?v=B8FqI5Kun34"
"408","Envato","https://www.youtube.com/watch?v=8J0nbuunDXc"
"409","Devtamin","https://www.youtube.com/watch?v=DBhJguQDUVg"
"410","Sourabh Vats","https://www.youtube.com/watch?v=bmfcL36lSkc"
"411","Flamb Design","https://www.youtube.com/watch?v=3TIUfbWln_U"
"412","LogoDesignTheory","https://www.youtube.com/watch?v=Z538sJUSPoU"
"413","Design Domination","https://www.youtube.com/watch?v=6cvB2zGGK8U"
"414","domix design","https://www.youtube.com/watch?v=PkeduYlKl20"
"415","A &T","https://www.youtube.com/watch?v=pRtAWPLZHvg"
"416","UX, He Wrote","https://www.youtube.com/watch?v=1Yvu-i9H6lI"
"417","UX Product Design Mastery","https://www.youtube.com/watch?v=RaD53XRvhvU"
"418","Balsamiq","https://www.youtube.com/watch?v=3DQyaZSd76I"
"419","Charli Cheung","https://www.youtube.com/watch?v=PlhVsEJqTdU"
"420","GrowthX","https://www.youtube.com/watch?v=ouzCm8aWhMU"
"421","Evolve Marketing","https://www.youtube.com/watch?v=T0vt3nLZKks"
"422","Rectl","https://www.youtube.com/watch?v=tDUtgDYN2fA"
"423","Aliena Cai","https://www.youtube.com/watch?v=6hOPZWaC1d4"
"424","Nguyên Hoàng","https://www.youtube.com/watch?v=s_KvLIabFi0"
"425","CXL","https://www.youtube.com/watch?v=rj6iVKZt_yA"
"426","Chris ⚡️ Product Designer","https://www.youtube.com/watch?v=0PsauecSaI8"
"427","Pelfizz Studio","https://www.youtube.com/watch?v=xxeoSMold6o"
"428","Google Career Certificates","https://www.youtube.com/watch?v=fvo5EClD9bA"
"429","Domestika English","https://www.youtube.com/watch?v=sd2UNu0J6i4"
"430","The Nook with Grace-Mary","https://www.youtube.com/watch?v=S7AGkcLuwWY"
"431","Danix Creation - UX UI Design Tutorials","https://www.youtube.com/watch?v=yCw_nIIN2Vs"
"432","PACE Hawaii","https://www.youtube.com/watch?v=lg1GXY5eLRc"
"433","muhammad irzi ghaits alriyadi","https://www.youtube.com/watch?v=mr6aGj1-mbQ"
"434","Figma","https://www.youtube.com/watch?v=Dm5LH2mrBc4"
"435","Web D School","https://www.youtube.com/watch?v=9-JA5YvLft8"
"436","DIGITALLYBRAND","https://www.youtube.com/watch?v=DcFaI98bEEk"
"437","Graphic Workers","https://www.youtube.com/watch?v=DM1vDzM5z1Q"
"438","Angga Risky","https://www.youtube.com/watch?v=ZjbBXVsKnKU"
"439","Ryan Kwon","https://www.youtube.com/watch?v=AJR7CTsaKOw"
"440","Emerson Visuals","https://www.youtube.com/watch?v=eV7nq0K-fLc"
"441","Tutorials","https://www.youtube.com/watch?v=e1i2runE1bY"
"442","The Handoff with Derek Mei","https://www.youtube.com/watch?v=Gd_M6PzNHPg"
"443","Google Chrome Developers","https://www.youtube.com/watch?v=oDcb3fvtETs"
"444","Kickass UX","https://www.youtube.com/watch?v=4VoGkqiU_lA"
"445","The Fashion Run-Up","https://www.youtube.com/watch?v=n5tlhpTVJY0"
"446","PixelCutCompany","https://www.youtube.com/watch?v=c6wjhtOMLxk"
"447","QSC","https://www.youtube.com/watch?v=KWy3v5m4zdE"
"448","Picnic Journal","https://www.youtube.com/watch?v=aB9AeumJasg"
"449","vaexperience","https://www.youtube.com/watch?v=Bcz28tKDiAQ"
"450","HR_Navin","https://www.youtube.com/watch?v=xWHCZJ_OciU"
"451","Omniconvert","https://www.youtube.com/watch?v=m6Rlm5nTzV0"
"452","Learn English with Steve Ford","https://www.youtube.com/watch?v=_aXwFS8rVfc"
"453","Last moment tuitions","https://www.youtube.com/watch?v=cAcnl2NSCpM"
"454","Insider Business","https://www.youtube.com/watch?v=FWxoI0RrPvc"
"455","Drag","https://www.youtube.com/watch?v=3gU7rvLd3aA"
"456","Pixel Federation","https://www.youtube.com/watch?v=JrXsE7vB6Uw"
"457","Cleveroad — Web and Mobile App Development","https://www.youtube.com/watch?v=Tyjq6e8Kr4Y"
"458","Filestage","https://www.youtube.com/watch?v=3iQQirQQN08"
"459","Abhishek Tripathi","https://www.youtube.com/watch?v=cuZzACQ71XA"
"460","Adam Fard Studio","https://www.youtube.com/watch?v=Y6B-u173hdQ"
"461","UIContainer","https://www.youtube.com/watch?v=zYxFvHsdQNI"
"462","esterification_art","https://www.youtube.com/watch?v=GLoZzavQrFY"
"463","Hack University","https://www.youtube.com/watch?v=Ilg6pFdHxFU"
"464","Howard Pinsky","https://www.youtube.com/watch?v=R7W6JVkqDjQ"
"465","CharliMarieTV","https://www.youtube.com/watch?v=cCNLD5IZY34"
"466","Lauris Beinerts","https://www.youtube.com/watch?v=BKorP55Aqvg"
"467","Sam Does Design","https://www.youtube.com/watch?v=2e7DSZzKK0A"
"468","Bucky Dodd","https://www.youtube.com/watch?v=fX0NYMLXDQQ"
"469","Maex","https://www.youtube.com/watch?v=mBb-2PZl5pA"
"470","Lucid Software","https://www.youtube.com/watch?v=zid-MVo7M-E"
